;signal_id;id_measurement;phase;target;number_of_peaks_p2;number_of_peaks_p3;number_of_peaks_p4;mean_width_of_peaks_p2;mean_width_of_peaks_p4;mean_width_of_peaks_p3;mean_width_of_peaks_overall;max_width_of_peaks_p2;max_width_of_peaks_p3;max_width_of_peaks_p4;max_width_of_peaks_overall;min_width_of_peaks_p2;min_width_of_peaks_p4;min_width_of_peaks_p3;min_width_of_peaks_overall;mean_height_of_peaks_p2;mean_height_of_peaks_p4;mean_height_of_peaks_p3;max_height_of_peaks_p2;max_height_of_peaks_p4;max_height_of_peaks_p3;min_height_of_peaks_p2;min_height_of_peaks_p4;min_height_of_peaks_p3;sum_spectrum_p1;max_spectrum_p1;mean_spectrum_p1;max_freq_spectrum_p1;sum_spectrum_p2;max_spectrum_p2;mean_spectrum_p2;max_freq_spectrum_p2;sum_spectrum_p3;max_spectrum_p3;mean_spectrum_p3;max_freq_spectrum_p3;sum_spectrum_p4;max_spectrum_p4;mean_spectrum_p4;max_freq_spectrum_p4
1987;1987;662;1;0;1.0;10.0;1.0;0.0006208665394943731;0.000684947673930201;0.00047679282377652125;0.0006622613418810754;0.0006208665394943731;0.0026958642005440576;0.00047679282377652125;0.0026958642005440576;0.0006208665394943731;1.299787762312917e-07;0.00047679282377652125;1.299787762312917e-07;58.935220495517015;24.89758458287514;15.733454098128853;58.935220495517015;51.847934538329454;15.733454098128853;58.935220495517015;10.160358322715439;15.733454098128853;5.287398380460218e-06;1.2542064951048815e-06;1.652311993893818e-07;0.0;4.947407319377817e-07;5.219326837391236e-08;1.5460647873055677e-08;5937500.0;3.2313079145751544e-07;1.4806397885536171e-08;1.0097837233047358e-08;14375000.0;3.3160245038743597e-07;1.4897880262765284e-08;1.0362576574607374e-08;15781250.0
1988;1988;662;2;0;1.0;8.0;0.0;0.009669078680461518;0.0015705961285027057;0.0;0.002470427523164796;0.009669078680461518;0.006067229282571317;0.0;0.009669078680461518;0.009669078680461518;0.0005110765733924825;0.0;0.0005110765733924825;19.070875847084572;20.099001279233438;0.0;19.070875847084572;32.63561695539448;0.0;19.070875847084572;10.269009643435096;0.0;3.097799663009937e-06;4.898776637674018e-07;9.680623946906053e-08;0.0;3.5802460729428276e-07;5.122332069618096e-08;1.1188268977946336e-08;5781250.0;2.537347540965129e-07;1.1623474627242558e-08;7.929211065516029e-09;14843750.0;3.283407750132028e-07;1.4600421316401935e-08;1.0260649219162588e-08;15937500.0
1989;1989;663;0;0;4.0;33.0;5.0;0.0014202492940787329;0.0005515673845355976;0.0011347556916475791;0.00070372617438637;0.004924217548128292;0.010877494257465875;0.0027826477734718123;0.010877494257465875;4.645827610511333e-08;4.3379247940902135e-08;0.00034946838920976736;4.3379247940902135e-08;15.62620625187923;16.275153856108577;13.561207324937328;19.41891124282948;33.264815377564545;20.49807577518599;12.074963480863783;10.042489925038717;10.363023384831632;1.5026114397187484e-06;2.20630610670014e-07;4.695660749121089e-08;3750000.0;3.444024514465127e-07;3.160745620789385e-08;1.0762576607703522e-08;5937500.0;2.924784325841756e-07;1.0801911365376782e-08;9.139951018255488e-09;13125000.0;3.7968038668623194e-07;1.5991922452940344e-08;1.1865012083944748e-08;16562500.0
1990;1990;663;1;0;2.0;15.0;7.0;0.0011979640212381427;0.0004703825487878245;0.0007847099535300896;0.0006226931645418449;0.001824393718674258;0.0017875424820281071;0.003569940691444089;0.003569940691444089;0.0005715343238020272;2.073450428317301e-07;0.00011985726267705905;2.073450428317301e-07;15.018933865651327;13.517324949162989;16.745891636639104;15.833917423853816;20.05888531382654;28.990313377444497;14.203950307448839;10.034082099679843;10.845159902001567;1.577438979438739e-06;1.964517934993637e-07;4.929496810746059e-08;468750.0;4.129899480176391e-07;3.7506008965237925e-08;1.2905935875551222e-08;5937500.0;2.1943779415778408e-07;7.807333446407938e-09;6.857431067430753e-09;14531250.0;2.894636850214738e-07;1.1264269517141656e-08;9.045740156921056e-09;19531250.0
1991;1991;663;2;0;5.0;30.0;4.0;0.001023770959435351;0.0005107943402835299;0.0005227538580628017;0.0005777871907162529;0.0025172941497607054;0.004523413215465386;0.0016402605551942542;0.004523413215465386;5.833638549244788e-05;4.1113899571064396e-08;4.6112378276302476e-08;4.1113899571064396e-08;19.559684334766995;16.86650956762843;13.79052150075564;25.377335182366075;30.98440937402014;16.60976376747558;11.179745478787094;10.321819802385454;11.804186446445883;1.8248636024509324e-06;2.597505783796805e-07;5.702698757659164e-08;3750000.0;3.5351803262528847e-07;2.9259078715426767e-08;1.1047438519540265e-08;5937500.0;2.6493614768696716e-07;1.1252391907135006e-08;8.279254615217724e-09;14687500.0;4.124959787077387e-07;1.7768385873750958e-08;1.2890499334616834e-08;17031250.0
1992;1992;664;0;1;6.0;3.0;65.0;0.0005143630665817763;0.004465636317571875;0.00011950560486156264;0.00032771556308388997;0.001995521693090212;0.008089996994442667;0.0017010431820192228;0.008089996994442667;5.66536607555463e-08;0.00018726832948141964;3.601878127374221e-08;3.601878127374221e-08;36.58867481165312;39.46339543596751;42.57876513348311;58.92201698681977;45.95141481753372;82.95417993374093;22.36680390788572;33.933090457561896;21.771040170398443;1.2940618034917861e-06;1.706819290347994e-07;4.0439431359118316e-08;3750000.0;6.083720336391707e-07;1.374224467554086e-07;1.9011626051224084e-08;7187500.0;2.5404401640116703e-06;5.981611934657849e-07;7.93887551253647e-08;11718750.0;3.0286582841654308e-05;1.1629664186330047e-05;9.464557138016971e-07;15156250.0
1993;1993;664;1;1;2.0;0.0;0.0;0.00025351110242931025;0.0;0.0;0.00025351110242931025;0.0002535407455672437;0.0;0.0;0.0002535407455672437;0.0002534814592913768;0.0;0.0;0.0002534814592913768;29.981769672727115;0.0;0.0;39.081777513427454;0.0;0.0;20.881761832026775;0.0;0.0;1.398517269990407e-06;1.624142669243156e-07;4.3703664687200217e-08;3750000.0;8.081179316832277e-07;1.3634806350637518e-07;2.5253685365100864e-08;7187500.0;1.6186990023925318e-06;6.195784294504847e-07;5.058434382476662e-08;11718750.0;2.9530274332500994e-05;1.3828426745021716e-05;9.228210728906561e-07;15156250.0
1994;1994;664;2;1;1.0;3.0;24.0;0.0020143433910566316;0.002375925186061472;0.0002690706563350775;0.0005571362393315323;0.0020143433910566316;0.006711094494516873;0.0024381451855234335;0.006711094494516873;0.0020143433910566316;3.8528828002745285e-08;3.9736853825161236e-08;3.8528828002745285e-08;58.12680202524233;48.61914840582923;48.71658192966146;58.12680202524233;60.31958791491088;70.19750716978578;58.12680202524233;30.70906828669986;27.54972446079558;1.4645892179032671e-06;1.9811879781173047e-07;4.57684130594771e-08;3750000.0;6.591299666069972e-07;2.188357086652104e-07;2.0597811456468662e-08;7187500.0;2.0359775589895435e-06;6.282419917624793e-07;6.362429871842323e-08;11718750.0;4.695410461863503e-05;2.20642195927212e-05;1.4673157693323446e-06;15156250.0
1995;1995;665;0;0;44.0;23.0;24.0;0.00013362277858414235;0.0006458517660019289;0.0004193747389207142;0.0003384504023059755;0.0006953405427403311;0.0037714322276893816;0.0023405433265450263;0.0037714322276893816;5.308195743127726e-08;3.646360216807807e-08;4.16451140481513e-08;3.646360216807807e-08;22.58494318131483;55.908040795549745;18.183810692863954;82.51871511432095;251.1472632317714;41.236460179945965;10.021450850870878;10.060726755720262;10.273331268829473;1.5320310922106728e-06;2.0120864974160213e-07;4.7875971631583525e-08;3593750.0;6.368906042553135e-07;1.5508059902913374e-07;1.9902831382978547e-08;9531250.0;1.3974261037219549e-06;1.367048838574192e-07;4.366956574131109e-08;14843750.0;2.2598464965994935e-06;1.4964818717544404e-07;7.062020301873417e-08;17343750.0
1996;1996;665;1;0;22.0;23.0;5.0;0.0004286875727798063;0.0015892202434400853;0.0005073746994763433;0.0009704013139531881;0.002400671181361386;0.011044516662913222;0.0018182034398493822;0.011044516662913222;1.8503722140740138e-07;6.196681507717585e-08;1.8785610196937342e-07;6.196681507717585e-08;15.731955658002487;39.3708904011428;15.561485319878424;28.212208780370275;202.00663000880002;26.066011459884745;10.645817222166855;10.008670281454503;10.741414217792354;1.7229124296136433e-06;2.1616631329379743e-07;5.3841013425426354e-08;3593750.0;1.2645441529457457e-06;2.796887770273315e-07;3.9517004779554554e-08;9531250.0;7.81358210133476e-07;3.964058947758531e-08;2.4417444066671123e-08;12656250.0;7.681442752982548e-07;5.180447359975915e-08;2.4004508603070462e-08;19218750.0
1997;1997;665;2;0;46.0;21.0;14.0;0.00012865465287407676;0.000450210460937656;0.0006006463658785821;0.00029359978807652414;0.000627592699707541;0.003768892550782813;0.003092044505928512;0.003768892550782813;4.279417428551824e-08;3.950832990376512e-08;3.953669038310181e-08;3.950832990376512e-08;19.449397429188664;59.540594932219726;18.5038382888989;44.677900905942764;237.0408796050581;46.32157206955438;10.088993342594124;10.830709544910476;10.137233631420699;1.7852407836471684e-06;2.3492795264701272e-07;5.5788774488974013e-08;3593750.0;8.763204846218287e-07;3.4381946534267627e-07;2.7385015144432145e-08;9531250.0;1.0066559070764924e-06;8.768331127839701e-08;3.145799709614039e-08;14375000.0;2.0587358449120075e-06;1.0464061972470518e-07;6.433549515350023e-08;17500000.0
1998;1998;666;0;0;0.0;3.0;35.0;0.0;0.004579600350807861;0.00023758147617447206;0.0005803724399613186;0.0;0.013342240220463873;0.002367186866781101;0.013342240220463873;0.0;0.00015614096773824713;3.830375758989249e-08;3.830375758989249e-08;0.0;18.44806226296514;18.508987122344845;0.0;29.36187966214768;31.189417752318697;0.0;12.77902097764918;10.45857593628767;1.4457930319622392e-06;1.771181246112974e-07;4.5181032248819974e-08;3750000.0;2.7364876586943865e-06;6.26729899977363e-07;8.551523933419958e-08;9375000.0;2.969027264043689e-07;1.4721524443928047e-08;9.278210200136527e-09;11406250.0;3.6339184816824854e-07;1.3956253930302864e-08;1.1355995255257767e-08;16562500.0
1999;1999;666;1;0;0.0;1.0;8.0;0.0;0.012613763701660858;0.002542869986423417;0.003661858177005355;0.0;0.012613763701660858;0.018308640180119164;0.018308640180119164;0.0;0.012613763701660858;2.2689396994246636e-07;2.2689396994246636e-07;0.0;11.367517413192424;14.694963215076271;0.0;11.367517413192424;23.094944175262505;0.0;11.367517413192424;10.757787441837875;1.517800114925194e-06;1.7785349371024495e-07;4.7431253591412315e-08;468750.0;1.998189873120282e-06;3.6249539903110417e-07;6.244343353500881e-08;9375000.0;2.3221160461162071e-07;1.2306712093845817e-08;7.256612644113147e-09;11406250.0;2.883769809614023e-07;1.1251811038448523e-08;9.011780655043822e-09;18750000.0
2000;2000;666;2;0;0.0;4.0;30.0;0.0;0.00017092991420836697;0.0002540237907932328;0.000244248040606778;0.0;0.00024034320982692297;0.00185664334957448;0.00185664334957448;0.0;5.8971276156997194e-05;3.754418998432811e-08;3.754418998432811e-08;0.0;12.285746209968503;19.827378966926624;0.0;14.809162620329118;38.469839602666454;0.0;10.288415240542882;10.159688257537331;1.7002671484078746e-06;2.0149974488958833e-07;5.313334838774608e-08;3750000.0;2.2121523670648457e-06;5.178134188099648e-07;6.912976147077643e-08;5781250.0;2.702881829463877e-07;1.3276967081310431e-08;8.446505717074615e-09;14843750.0;4.2112202436328516e-07;1.835435270436392e-08;1.3160063261352661e-08;17031250.0
2001;2001;667;0;0;19.0;34.0;20.0;0.00033236855680390326;0.0005324117975743614;0.00016004469034604785;0.0003783273630647043;0.006256064873675215;0.003432310909570183;0.0031791996607347683;0.006256064873675215;4.2739297033404003e-08;4.077795062330551e-08;4.2467931666760707e-08;4.077795062330551e-08;33.86686741010399;31.97612895359995;41.47934275081624;120.52936849983804;126.75287945233084;210.0080939862248;10.541771644909208;10.010594971643098;11.151226258524384;2.558985670475522e-06;3.9746572610965814e-07;7.996830220236006e-08;3593750.0;1.078908553608926e-06;3.178717520313512e-07;3.371589230027894e-08;7187500.0;1.2601899470610078e-06;2.058710464325486e-07;3.9380935845656495e-08;11406250.0;2.7666976620821515e-06;1.864158605258126e-07;8.645930194006723e-08;17187500.0
2002;2002;667;1;0;15.0;50.0;16.0;0.00018324206828056378;0.0002394214610883242;0.0004998081040686872;0.00028045226844103285;0.0009136472559868008;0.003561612366160999;0.007977539862116795;0.007977539862116795;4.0349185516242867e-08;4.3684929989103697e-08;3.986588176630903e-08;3.986588176630903e-08;46.536185769878706;23.795850801195133;46.205660360331706;252.15723705718386;91.98676627414153;255.2861051227735;11.056668919543895;10.227187320805005;10.259554551358084;3.897234819305595e-06;6.912862318131374e-07;1.2178858810329984e-07;0.0;2.011931428569369e-06;6.545117230416508e-07;6.287285714279278e-08;7187500.0;1.7217535059899092e-06;1.948064465295829e-07;5.380479706218466e-08;11406250.0;2.617740392452106e-06;1.7835819221545535e-07;8.180438726412831e-08;19687500.0
2003;2003;667;2;0;20.0;40.0;24.0;0.00011568509799047126;0.000174469912519753;2.9488615329659903e-06;0.00011146751354036583;0.002276040972332467;0.00227591435746809;2.396974276007968e-05;0.002276040972332467;4.108845640876098e-08;3.830359573767055e-08;3.9290023574722e-08;3.830359573767055e-08;40.98834333003724;29.470804447164483;38.81455382166146;180.71139479072883;123.74430441210963;165.08514312741525;10.91748135969446;10.076418343848056;10.078567307890442;3.5385519367991947e-06;4.875432182416262e-07;1.1057974802497483e-07;0.0;1.2335013934716699e-06;3.841358875433798e-07;3.8546918545989683e-08;7187500.0;2.077359113172861e-06;6.313193239293469e-07;6.49174722866519e-08;11406250.0;2.823264821927296e-06;1.571219740981178e-07;8.8227025685228e-08;16718750.0
2004;2004;668;0;0;10.0;7.0;5.0;0.0005059379016753028;0.0013545830365992314;0.0010365656541999134;0.0008965585701794188;0.0017234692074266495;0.004804219029376952;0.002248995945329053;0.004804219029376952;4.2362296044302636e-08;0.00027634576686974614;4.58059682539897e-08;4.2362296044302636e-08;21.832228629067295;23.918513403670513;24.516453823008604;47.06254429520797;49.03078347750669;48.13807171036851;11.432169963080593;11.610302112058854;12.70945606553191;1.313790335188969e-06;1.7883569114474085e-07;4.105594797465528e-08;3750000.0;1.0053507821794483e-06;2.1137735473075736e-07;3.141721194310776e-08;9687500.0;4.326758471506764e-07;4.8974037269999826e-08;1.3521120223458638e-08;13593750.0;5.142030090610206e-07;3.290218586471383e-08;1.6068844033156893e-08;15000000.0
2005;2005;668;1;0;7.0;4.0;4.0;0.0008202426506501023;0.0030371260403869037;0.0011933188937451277;0.0015108985527385894;0.003086987752222766;0.005964222271497839;0.00252298673277183;0.005964222271497839;6.117314818489831e-07;0.001160038574320964;2.2719828650879207e-07;2.2719828650879207e-07;16.76551238881054;17.892314497791425;14.311927849630543;23.948183721608366;26.249621849982695;17.111945853384256;10.481272807864705;14.959584990922336;11.172853053003323;1.3997175756230718e-06;2.0859424409991334e-07;4.374117423822099e-08;468750.0;9.389019055561221e-07;1.3626156203372375e-07;2.9340684548628815e-08;7187500.0;3.124934835341264e-07;3.633941503267124e-08;9.76542136044145e-09;13593750.0;3.3987356573561556e-07;3.307068396907198e-08;1.0621048929237986e-08;15000000.0
2006;2006;668;2;0;12.0;5.0;7.0;0.0005368933582146679;0.0010160195307508892;0.0006507716463533293;0.0006699258115334902;0.0013772667082168337;0.004803647254229837;0.0020313666425356147;0.004803647254229837;4.382707092954661e-08;4.3078192439861594e-08;4.3084122365689835e-08;4.3078192439861594e-08;26.42284487727363;28.113690739507735;24.377474577611657;63.92743866010139;46.79572199263279;44.627393866062235;10.576592383259861;15.042039626888618;12.330943680693995;1.6123227624120773e-06;2.3226697010159114e-07;5.0385086325377415e-08;468750.0;7.20231639661506e-07;9.953089374903357e-08;2.2507238739422064e-08;9375000.0;3.564169901437708e-07;3.1999906724422544e-08;1.1138030941992838e-08;13593750.0;6.302147994574625e-07;3.6695208649462074e-08;1.9694212483045703e-08;15000000.0
2007;2007;669;0;0;151.0;121.0;1237.0;0.00012632507966712145;0.0001366870993490432;1.0912887721476167e-05;3.254702992871808e-05;0.0043537125431406315;0.0009647872166124026;0.001106975886884617;0.0043537125431406315;3.695327285822714e-08;4.18584322091192e-08;4.183812914707232e-08;3.695327285822714e-08;47.7420187353833;49.84255943270933;49.54524459333601;258.19589165836067;258.3415233082824;274.03195494566023;10.055859927965297;10.03905424728432;10.14970009597845;2.8941398340975866e-05;2.155569745809771e-06;9.044186981554958e-07;0.0;4.522010203800164e-05;8.078313840087503e-06;1.4131281886875513e-06;9843750.0;0.0001426532253390178;1.0977697456837632e-05;4.4579132918443065e-06;10156250.0;6.821052375016734e-05;5.357810096029425e-06;2.1315788671927294e-06;15468750.0
2008;2008;669;1;0;103.0;94.0;716.0;0.00012059504916777419;0.0002379844608682678;1.8264199078630053e-05;5.243044460700661e-05;0.004353811056358394;0.005129055618480523;0.0011185188458394085;0.005129055618480523;4.0153495544655014e-08;3.652247655700194e-08;3.971977833134588e-08;3.652247655700194e-08;30.239590145596136;34.80481971885422;27.216139384936938;213.92317602273496;238.98819033340584;209.0882346703396;10.004170523185207;10.128326137301837;10.001966343722188;1.0159565135836601e-05;1.6471228718728526e-06;3.174864104948938e-07;0.0;1.0944313544314355e-05;1.5294031072699e-06;3.420097982598236e-07;9843750.0;1.2523949408205226e-05;1.7271838714805199e-06;3.913734190064133e-07;10156250.0;1.082461039914051e-05;6.573783366548014e-07;3.3826907497314096e-07;16250000.0
2009;2009;669;2;0;120.0;108.0;1010.0;7.072318483067679e-05;0.0001287898610409002;3.699844680992287e-06;2.1108990549192765e-05;0.003041941210870059;0.006030922719544547;0.0011155683548129804;0.006030922719544547;3.942567398044048e-08;4.063225458958186e-08;3.9703717216616495e-08;3.942567398044048e-08;44.82824817107459;44.62070367678647;39.38786408630144;256.6622088468164;286.3524368889738;270.08794741778576;10.066071062064067;10.009965638246783;10.00011547111055;1.2269571925571654e-05;1.0201761142525356e-06;3.834241226741142e-07;2968750.0;1.461205738451099e-05;1.3819301329931477e-06;4.5662679326596844e-07;9843750.0;0.00012688655988313258;9.36794913286576e-06;3.965204996347893e-06;12187500.0;5.237928417045623e-05;4.376827291707741e-06;1.6368526303267572e-06;15625000.0
2010;2010;670;0;0;18.0;10.0;1.0;0.00030252207715463555;0.000568180270409522;0.0007058904629083757;0.0004080376053719668;0.0026326918913937443;0.0034991961833076117;0.0007058904629083757;0.0034991961833076117;6.38800597997033e-08;4.482787427841686e-08;0.0007058904629083757;4.482787427841686e-08;39.844398190417074;12.74630387249377;10.108913094247121;214.54643620565494;15.816116353109056;10.108913094247121;11.891269544733174;10.18022824919331;10.108913094247121;2.0957481865480077e-06;2.4610389459667203e-07;6.549213082962524e-08;1406250.0;1.1648592135315994e-06;1.8686581881866005e-07;3.640185042286248e-08;5937500.0;5.83225812533783e-07;3.124070602211759e-08;1.822580664168072e-08;14687500.0;7.168138722590811e-07;3.6249719670422564e-08;2.2400433508096285e-08;17343750.0
2011;2011;670;1;0;16.0;1.0;0.0;0.00020138621967597764;0.0008015842506319794;0.0;0.00023669198620280125;0.0012100946007224426;0.0008015842506319794;0.0;0.0012100946007224426;8.893320871284231e-08;0.0008015842506319794;0.0;8.893320871284231e-08;39.92020630002589;13.451927870869769;0.0;146.00989305072628;13.451927870869769;0.0;10.595358480183553;13.451927870869769;0.0;2.277255134686129e-06;2.3949942828949133e-07;7.116422295894154e-08;3750000.0;1.0011553968070075e-06;1.4122679203865118e-07;3.1286106150218984e-08;5937500.0;5.728867904508661e-07;3.6373783984799957e-08;1.7902712201589566e-08;14062500.0;8.542629643670807e-07;4.846699042104774e-08;2.6695717636471272e-08;19687500.0
2012;2012;670;2;0;18.0;9.0;2.0;0.00027532830101557887;0.00045045795935883405;0.00041725739132788;0.00033946709776433404;0.001986272824619879;0.0014018435161550036;0.0007058952742315043;0.001986272824619879;4.1112081090977884e-08;4.404678053979296e-08;0.00012861950842425578;4.1112081090977884e-08;41.57592806990441;12.673599167612618;10.841000498199291;200.056780335985;15.480927167288312;10.987276413248374;10.366226349853253;10.023680340461452;10.694724583150208;2.251906607853016e-06;2.6097464456142916e-07;7.037208149540675e-08;1406250.0;9.164012908513541e-07;1.7903899163229653e-07;2.8637540339104817e-08;5937500.0;5.418937689682934e-07;4.5216779653856065e-08;1.693418028025917e-08;14843750.0;1.2355010312603554e-06;4.884237725377716e-08;3.8609407226886105e-08;17343750.0
2013;2013;671;0;0;47.0;42.0;56.0;0.00022559106247692397;0.00024931243992542943;0.00022863950908326032;0.00023363941325480028;0.0038352739671804383;0.005836357681064553;0.0031794341848376878;0.005836357681064553;3.830365770845674e-08;4.33303091005655e-08;3.9550715489895084e-08;3.830365770845674e-08;22.212215768968452;22.28709935212448;27.011719911935025;68.41373603494955;71.91837369003704;127.56821003124679;10.516276876357978;10.09633864895083;10.297093709958688;5.4614456530543976e-06;1.8506782453187043e-06;1.7067017665794992e-07;468750.0;3.050837449336541e-07;1.6078820053166964e-08;9.53386702917669e-09;7968750.0;1.6749798987802933e-06;2.3759507428167126e-07;5.2343121836884166e-08;14531250.0;3.8132611734909005e-06;5.520907961908961e-07;1.1916441167159064e-07;17343750.0
2014;2014;671;1;0;20.0;18.0;25.0;0.000624520121552811;0.0004953509185364318;0.00035753930955128595;0.00048166986830943087;0.004801912320904348;0.005246214448414006;0.0024162769185184793;0.005246214448414006;4.082062417874113e-08;4.1942004307929895e-08;8.566477480926552e-08;4.082062417874113e-08;16.95077790536957;18.32573709502643;22.873511695620653;36.373510379941315;29.458915945785257;98.5932660420523;10.504284337588361;10.487708876922474;10.408446580466908;4.3094441934954375e-06;1.4561438774762792e-06;1.3467013104673242e-07;468750.0;6.086049779696623e-07;3.742999510336631e-08;1.9018905561551946e-08;6250000.0;8.638872373012418e-07;5.6312540408498535e-08;2.6996476165663807e-08;11718750.0;1.159570047093439e-06;1.6175285111330595e-07;3.6236563971669966e-08;16250000.0
2015;2015;671;2;0;39.0;34.0;37.0;0.00015751919122707352;0.0002047764701119649;0.0006601628411024992;0.0003411970323859559;0.0007414432933229378;0.0014677970647029666;0.016247242859075167;0.016247242859075167;4.295581144397147e-08;4.393194929434685e-08;3.830557815381326e-08;3.830557815381326e-08;17.575450312310704;17.78720592705028;23.57097950756306;38.35093499295934;30.960487839116567;124.54203344498279;10.008766421025815;10.214614743389347;10.001710677321825;2.123046215274371e-06;7.11528628016822e-07;6.63451942273241e-08;468750.0;2.8786698180738313e-07;1.2403104321379033e-08;8.995843181480723e-09;7968750.0;8.923327641241485e-07;9.028244107867067e-08;2.788539887887964e-08;14843750.0;2.3791685634932946e-06;2.7354360554454615e-07;7.434901760916546e-08;17500000.0
2016;2016;672;0;0;7.0;2.0;5.0;0.00025620288886832066;0.004597292173772749;0.0005850492022618133;0.0009938036129237722;0.0004978914948252335;0.009194192582026438;0.0009767944717903184;0.009194192582026438;4.0002296211605425e-08;3.917655190598452e-07;1.8922463403840083e-06;4.0002296211605425e-08;20.604976683123148;22.919985597713858;18.215795791716943;34.4283192063826;28.64754715047748;30.68933975308117;13.603400282711643;17.192424044950236;13.29482771721465;5.034742571297102e-06;1.6309204511344433e-06;1.5733570535303443e-07;468750.0;4.371789543711202e-07;1.4452633934070036e-07;1.3661842324097506e-08;9531250.0;1.802316205612442e-06;6.34706395885587e-07;5.632238142538881e-08;14531250.0;3.0301212063932326e-06;1.0858309451577952e-06;9.469128769978852e-08;17343750.0
2017;2017;672;1;0;5.0;2.0;0.0;0.001877388419820058;0.000463895095910602;0.0;0.0014735331844173563;0.007659265610445948;0.0004701888667901338;0.0;0.007659265610445948;1.191048785856401e-06;0.00045760132503107017;0.0;1.191048785856401e-06;16.193654709195567;13.861222079292101;0.0;19.56650167568104;14.659861602039545;0.0;10.068311323075847;13.06258255654466;0.0;3.959875357395504e-06;1.2765890460286755e-06;1.237461049186095e-07;468750.0;3.318798462714767e-07;3.7876056069308106e-08;1.0371245195983647e-08;9531250.0;4.895072152066859e-07;4.5171024254386793e-08;1.5297100475208936e-08;13593750.0;1.0188020951318322e-06;1.9356562575012504e-07;3.1837565472869755e-08;17343750.0
2018;2018;672;2;0;1.0;1.0;1.0;6.286714068919537e-08;0.007161341908317026;0.002471793077221341;0.0032110659508930188;6.286714068919537e-08;0.007161341908317026;0.002471793077221341;0.007161341908317026;6.286714068919537e-08;0.007161341908317026;0.002471793077221341;6.286714068919537e-08;13.577374339366319;22.186644410493237;24.810836276110244;13.577374339366319;22.186644410493237;24.810836276110244;13.577374339366319;22.186644410493237;24.810836276110244;1.8944667772302637e-06;6.214864924913854e-07;5.920208678844574e-08;468750.0;3.2888871714931156e-07;8.371790016781233e-08;1.0277772410915986e-08;9531250.0;7.635852625753614e-07;1.150631661062107e-07;2.3862039455480044e-08;13593750.0;6.669639333267696e-06;1.911816298161284e-06;2.084262291646155e-07;17343750.0
2019;2019;673;0;0;18.0;8.0;4.0;0.00033751124337500025;0.0005884368337792981;0.0011697781565369952;0.0005153936559044124;0.0030947904041605558;0.0020628656076702567;0.002109164347869577;0.0030947904041605558;3.5698407018207946e-08;5.0928844969836065e-06;6.872131656273268e-08;3.5698407018207946e-08;20.05558212599688;14.486350214400016;12.98576339456286;40.78645965013641;25.8670220781937;17.51367944991317;12.0782298632184;10.407924631986207;10.84673460023382;2.556748540882836e-06;5.882748723706754e-07;7.989839190258863e-08;468750.0;1.2799051773981773e-06;3.359382674261724e-07;3.999703679369304e-08;9218750.0;9.699803058538237e-07;4.037754024466267e-07;3.031188455793199e-08;11718750.0;3.638658654381288e-07;1.4191688713083295e-08;1.1370808294941526e-08;16562500.0
2020;2020;673;1;0;2.0;5.0;0.0;0.00346489473619875;0.0004936328383500161;0.0;0.0013425648091639401;0.006572734223627785;0.001592402996964549;0.0;0.006572734223627785;0.0003570552487697147;9.336700332496548e-08;0.0;9.336700332496548e-08;18.11530644588852;20.130009197714763;0.0;22.592630353419015;32.381670785277095;0.0;13.637982538358026;10.02223184859276;0.0;2.5478693714831024e-06;5.768699793406995e-07;7.962091785884695e-08;468750.0;2.2071137664170237e-06;7.138831392694556e-07;6.897230520053199e-08;9218750.0;7.32338946818345e-07;2.960847211852524e-07;2.288559208807328e-08;11718750.0;2.962066787404183e-07;1.0989474219513795e-08;9.256458710638071e-09;18593750.0
2021;2021;673;2;0;23.0;8.0;4.0;0.00030111191909781;0.0015759438973103864;0.000575770302940529;0.0006238916151284239;0.00323431764958957;0.006826774164439785;0.0021054938330349804;0.006826774164439785;4.410179180267733e-08;4.057059766782913e-08;3.6830109441507376e-06;4.057059766782913e-08;16.25676619225679;16.05086265150077;14.200641588574255;30.825240606889665;29.741536990861213;14.829848035524705;10.251193012602855;10.512606657538946;13.292391084365441;2.9121374609530903e-06;6.578985676242155e-07;9.100429565478407e-08;468750.0;1.6989592950267252e-06;5.064059109827213e-07;5.309247796958516e-08;9218750.0;7.158232619985938e-07;2.718028611070622e-07;2.2369476937456056e-08;11718750.0;3.8661914913973305e-07;1.63505529116037e-08;1.2081848410616658e-08;17031250.0
2022;2022;674;0;0;10.0;0.0;11.0;0.0007028422006391833;0.0;0.0006304138827273398;0.0006649035579234558;0.003287800467373868;0.0;0.00636685465954329;0.00636685465954329;3.454998491894803e-05;0.0;3.3349742321576924e-05;3.3349742321576924e-05;13.764604896240124;0.0;13.903889387760067;20.515766410346778;0.0;19.288849514609456;10.755777794656947;0.0;10.724655149855975;9.138198947766796e-06;3.582546696634381e-06;2.8556871711771237e-07;0.0;1.0324224604119081e-05;5.701451755157905e-06;3.226320188787213e-07;9531250.0;2.0264997147023678e-07;6.882788117223981e-09;6.332811608444899e-09;14531250.0;2.4631958694953937e-07;1.0658246729633447e-08;7.697487092173105e-09;15781250.0
